"Median earned income per commuter travelling less than 30 minutes"
"(Euro) by Electoral Division and Year"

" ","2016"
"014 Dunlavin, Co. Wicklow",21912.0
"015 Eadestown, Co. Wicklow",26350.0
"016 Hartstown, Co. Wicklow",35804.0
"017 Hollywood, Co. Wicklow",33343.0
"018 Humewood, Co. Wicklow",24763.0
"019 Imael North, Co. Wicklow",32688.0
"020 Imael South, Co. Wicklow",25856.0
"021 Kilbride, Co. Wicklow",31607.0
"022 Lackan, Co. Wicklow",25170.0
"023 Lugglass, Co. Wicklow",32139.0
"024 Rathdangan, Co. Wicklow",27986.0
"025 Rathsallagh, Co. Wicklow",26283.0
"026 Stratford, Co. Wicklow",25817.0
"027 Talbotstown, Co. Wicklow",26026.0
"028 The Grange, Co. Wicklow",28389.0
"029 Tober, Co. Wicklow",28683.0
"030 Togher, Co. Wicklow",30857.0
"031 Tuckmill, Co. Wicklow",29215.0
"032 Delgany, Co. Wicklow",31496.0
"033 Enniskerry, Co. Wicklow",33553.0
"034 Greystones, Co. Wicklow",31800.0
"035 Kilmacanoge (Part Urban), Co. Wicklow",29995.0
"036 Powerscourt, Co. Wicklow",35326.0
"037 Altidore, Co. Wicklow",31696.0
"038 Arklow Rural, Co. Wicklow",30230.0
"039 Aughrim, Co. Wicklow",24665.0
"040 Avoca, Co. Wicklow",26592.0
"041 Ballinaclash, Co. Wicklow",26598.0
"042 Ballinacor, Co. Wicklow",28405.0
"043 Ballinderry, Co. Wicklow",34002.0
"044 Ballyarthur, Co. Wicklow",23010.0
"045 Ballycullen, Co. Wicklow",24994.0
"046 Brockagh, Co. Wicklow",21326.0
"047 Calary, Co. Wicklow",38241.0
"048 Cronebane, Co. Wicklow",25638.0
"049 Dunganstown East, Co. Wicklow",27077.0
"050 Dunganstown South, Co. Wicklow",25308.0
"051 Dunganstown West, Co. Wicklow",33095.0
"052 Ennereilly, Co. Wicklow",29770.0
"053 Glendalough, Co. Wicklow",25402.0
"054 Glenealy, Co. Wicklow",25970.0
"055 Kilbride, Co. Wicklow",29907.0
"056 Kilcoole, Co. Wicklow",29947.0
"057 Killiskey, Co. Wicklow",26775.0
"058 Knockrath, Co. Wicklow",17393.0
"059 Moneystown, Co. Wicklow",28477.0
"060 Newcastle Lower, Co. Wicklow",29011.0
"061 Newcastle Upper, Co. Wicklow",27018.0
"062 Oldtown, Co. Wicklow",32336.0
"063 Rathdrum, Co. Wicklow",28548.0
"064 Togher, Co. Wicklow",26728.0
"065 Trooperstown, Co. Wicklow",31794.0
"066 Wicklow Rural, Co. Wicklow",28327.0
"067 Aghowle, Co. Wicklow",24570.0
"068 Ballingate, Co. Wicklow",22196.0
"069 Ballinglen, Co. Wicklow",26796.0
"070 Ballybeg, Co. Wicklow",..
"071 Carnew, Co. Wicklow",25322.0
"072 Coolattin, Co. Wicklow",29425.0
"073 Coolballintaggart, Co. Wicklow",21965.0
"074 Coolboy, Co. Wicklow",26032.0
"075 Cronelea, Co. Wicklow",25257.0
"076 Kilballyowen, Co. Wicklow",27513.0
"077 Killinure, Co. Wicklow",24908.0
"078 Kilpipe, Co. Wicklow",26781.0
"079 Money, Co. Wicklow",..
"080 Rath, Co. Wicklow",26023.0
"081 Shillelagh, Co. Wicklow",29312.0
"082 Tinahely, Co. Wicklow",22906.0
"001 Ennis No. 1 Urban, Co. Clare",24046.0
"002 Ennis No. 2 Urban, Co. Clare",19909.0
"003 Ennis No. 3 Urban, Co. Clare",..
"004 Ennis No. 4 Urban, Co. Clare",23544.0
"005 Kilrush Urban, Co. Clare",22193.0
"006 Abbey, Co. Clare",23895.0
"007 Carran, Co. Clare",..
"009 Derreen, Co. Clare",..
"010 Drumcreehy, Co. Clare",23306.0
"011 Gleninagh, Co. Clare",..
"012 Lisdoonvarna, Co. Clare",17106.0
"013 Mountelva, Co. Clare",..
"999 Noughaval / Castletown",..
"015 Oughtmama, Co. Clare",23126.0
"016 Rathborney, Co. Clare",..
"018 Boston, Co. Clare",26035.0
"019 Corrofin, Co. Clare",28346.0
"999 Glenroe / Ballyeighter",26568.0
"021 Killinaboy, Co. Clare",26160.0
"022 Kiltoraght, Co. Clare",21475.0
"023 Muckanagh, Co. Clare",24808.0
"024 Rath, Co. Clare",31181.0
"025 Ruan, Co. Clare",33510.0
"026 Clareabbey (Part Urban), Co. Clare",32744.0
"027 Clenagh, Co. Clare",27328.0
"028 Crusheen, Co. Clare",34406.0
"029 Doora (Part Urban), Co. Clare",36349.0
"030 Drumline, Co. Clare",37202.0
"031 Dysert, Co. Clare",25854.0
"032 Ennis Rural (Part Urban), Co. Clare",31016.0
"033 Furroor, Co. Clare",30317.0
"034 Kilcloher, Co. Clare",32946.0
"035 Killanniv, Co. Clare",29995.0
"036 Killone, Co. Clare",33835.0
"037 Kilnamona, Co. Clare",36451.0
"038 Kilraghtis, Co. Clare",37211.0
"039 Kinturk, Co. Clare",29909.0
"040 Newmarket, Co. Clare",29531.0
"041 Sixmilebridge, Co. Clare",31895.0
"042 Spancelhill (Part Urban), Co. Clare",37134.0
"043 Templemaley, Co. Clare",34041.0
"044 Tomfinlough, Co. Clare",37432.0
"045 Urlan, Co. Clare",30451.0
"046 Annagh, Co. Clare",25503.0
"047 Ballagh, Co. Clare",28821.0
"048 Ballyea, Co. Clare",28364.0
"049 Ballysteen, Co. Clare",23201.0
"050 Ballyvaskin, Co. Clare",22251.0
"051 Cloghaun, Co. Clare",13794.0
"052 Cloonanaha, Co. Clare",25482.0
"053 Clooney, Co. Clare",24504.0
"054 Ennistimon, Co. Clare",21130.0
"055 Formoyle, Co. Clare",21044.0
"056 Kilfenora, Co. Clare",25535.0
"057 Killaspuglonane, Co. Clare",19791.0
"058 Killilagh, Co. Clare",16385.0
"059 Kilshanny, Co. Clare",25527.0
"060 Liscannor, Co. Clare",31447.0
"061 Lurraga, Co. Clare",13601.0
"062 Magherareagh, Co. Clare",28017.0
"063 Milltown Malbay, Co. Clare",22202.0
"064 Moy, Co. Clare",26838.0
"065 Smithstown, Co. Clare",18739.0
"066 Ballynacally, Co. Clare",..
"067 Clondagad, Co. Clare",30945.0
"068 Coolmeen, Co. Clare",27048.0
"069 Kilchreest, Co. Clare",26107.0
"070 Kilfiddane, Co. Clare",27086.0
"071 Killadysert, Co. Clare",30446.0
"072 Killofin, Co. Clare",32350.0
"073 Kilmurry, Co. Clare",23526.0
"074 Liscasey, Co. Clare",30817.0
"075 Lisheen, Co. Clare",32546.0
"076 Rinealon, Co. Clare",29254.0
"077 Cahermurphy, Co. Clare",36174.0
"078 Cloonadrum, Co. Clare",26072.0
"079 Clooncoorha, Co. Clare",26616.0
"080 Cooraclare, Co. Clare",22196.0
"081 Creegh, Co. Clare",23742.0
"082 Doonbeg, Co. Clare",24574.0
"083 Drumellihy, Co. Clare",26635.0
"084 Einagh, Co. Clare",35794.0
"085 Glenmore, Co. Clare",22502.0
"086 Kilballyowen, Co. Clare",19584.0
"087 Kilfearagh, Co. Clare",..
"088 Kilkee, Co. Clare",18603.0
"089 Killard, Co. Clare",20249.0
"090 Killimer, Co. Clare",26702.0
"091 Kilmihil, Co. Clare",21979.0
"092 Kilmurry, Co. Clare",21415.0
"093 Kilrush Rural, Co. Clare",28161.0
"094 Knock, Co. Clare",25180.0
"095 Knocknaboley, Co. Clare",21899.0
"096 Knocknagore, Co. Clare",..
"097 Moveen, Co. Clare",..
"098 Moyarta, Co. Clare",..
"099 Mullagh, Co. Clare",27912.0
"100 Querrin, Co. Clare",..
"101 Rahona, Co. Clare",..
"102 St. Martin's, Co. Clare",..
"103 Tullig, Co. Clare",..
"104 Tullycreen, Co. Clare",..
"105 Ballycannan, Co. Clare",30223.0
"106 Ballyglass, Co. Clare",32090.0
"107 Cappavilla, Co. Clare",28889.0
"108 Castlecrine, Co. Clare",35887.0
"109 Cloghera, Co. Clare",36540.0
"110 Cloontra, Co. Clare",..
"111 Cratloe, Co. Clare",42068.0
"112 Fahymore, Co. Clare",32682.0
"113 Killeely, Co. Clare",34327.0
"114 Killokennedy, Co. Clare",33240.0
"115 Kilseily, Co. Clare",33202.0
"116 Kiltenanlea, Co. Clare",33800.0
"117 Lackareagh, Co. Clare",..
"118 Mountievers, Co. Clare",34172.0
"119 O'Briensbridge, Co. Clare",30525.0
"120 Ayle, Co. Clare",18550.0
"121 Boherglass, Co. Clare",24197.0
"122 Caherhurley, Co. Clare",26962.0
"124 Cappaghabaun, Co. Clare",14652.0
"125 Carrowbaun, Co. Clare",26373.0
"126 Cloonusker, Co. Clare",29388.0
"127 Coolreagh, Co. Clare",24136.0
"999 Corlea / Cahermurphy",23303.0
"129 Derrynagittagh, Co. Clare",..
"130 Drummaan, Co. Clare",22670.0
"131 Feakle, Co. Clare",23667.0
"999 Inishcaltra North / Inishcaltra South",29780.0
"134 Killaloe, Co. Clare",27986.0
"135 Mountshannon, Co. Clare",25463.0
"136 Ogonnelloe, Co. Clare",26587.0
"137 Scarriff, Co. Clare",21761.0
"138 Ballyblood, Co. Clare",..
"139 Ballynahinch, Co. Clare",26796.0
"140 Caher, Co. Clare",34839.0
"141 Clooney, Co. Clare",32294.0
"142 Dangan, Co. Clare",42564.0
"143 Glendree, Co. Clare",27312.0
"144 Kilkishen, Co. Clare",29999.0
"145 Killanena, Co. Clare",21036.0
"146 Killuran, Co. Clare",28156.0
"147 Kiltannon, Co. Clare",36935.0
"148 Kyle, Co. Clare",35817.0
"149 Loughea, Co. Clare",..
"150 Newgrove, Co. Clare",37992.0
"151 Quin, Co. Clare",35437.0
"152 Rathclooney, Co. Clare",..
"153 Rossroe, Co. Clare",37893.0
"154 Toberbreeda, Co. Clare",37100.0
"155 Tulla, Co. Clare",32777.0
"001 Ballinlough A, Cork City",40462.0
"002 Ballinlough B, Cork City",39227.0
"003 Ballinlough C, Cork City",36425.0
"004 Ballyphehane A, Cork City",29955.0
"005 Ballyphehane B, Cork City",27209.0
"006 Bishopstown A, Cork City",37798.0
"007 Bishopstown B, Cork City",34297.0
"008 Bishopstown C, Cork City",38093.0
"009 Bishopstown D, Cork City",37216.0
"010 Bishopstown E, Cork City",34997.0
"011 Blackpool A, Cork City",20463.0
"012 Blackpool B, Cork City",29231.0
"013 Browningstown, Cork City",48267.0
"014 Centre A, Cork City",26995.0
"015 Centre B, Cork City",27661.0
"016 Churchfield, Cork City",26922.0
"017 City Hall A, Cork City",29814.0
"018 City Hall B, Cork City",33792.0
"019 Commons, Cork City",29458.0
"020 Evergreen, Cork City",26184.0
"021 Fair Hill A, Cork City",24856.0
"022 Fair Hill B, Cork City",25487.0
"023 Fair Hill C, Cork City",27605.0
"024 Farranferris A, Cork City",25221.0
"025 Farranferris B, Cork City",24205.0
"026 Farranferris C, Cork City",24144.0
"027 Gillabbey A, Cork City",28792.0
"028 Gillabbey B, Cork City",25233.0
"029 Gillabbey C, Cork City",41445.0
"030 Glasheen A, Cork City",36340.0
"031 Glasheen B, Cork City",35195.0
"032 Glasheen C, Cork City",34176.0
"033 Greenmount, Cork City",29111.0
"034 Gurranebraher A, Cork City",28334.0
"035 Gurranebraher B, Cork City",22024.0
"036 Gurranebraher C, Cork City",23965.0
"037 Gurranebraher D, Cork City",26893.0
"038 Gurranebraher E, Cork City",26768.0
"039 Knocknaheeny, Cork City",21092.0
"040 Knockrea A, Cork City",38298.0
"041 Knockrea B, Cork City",40285.0
"042 Mahon A, Cork City",34564.0
"043 Mahon B, Cork City",29727.0
"044 Mahon C, Cork City",38963.0
"045 Mardyke, Cork City",31853.0
"046 Mayfield, Cork City",22546.0
"047 Montenotte A, Cork City",37186.0
"048 Montenotte B, Cork City",32692.0
"049 Pouladuff A, Cork City",29400.0
"050 Pouladuff B, Cork City",25991.0
"051 St. Patrick's A, Cork City",26877.0
"052 St. Patrick's B, Cork City",28925.0
"053 St. Patrick's C, Cork City",29136.0
"054 Shanakiel, Cork City",31223.0
"055 Shandon A, Cork City",27931.0
"056 Shandon B, Cork City",24394.0
"057 South Gate A, Cork City",25462.0
"058 South Gate B, Cork City",23410.0
"059 Sundays Well A, Cork City",34511.0
"060 Sundays Well B, Cork City",24846.0
"061 The Glen A, Cork City",25856.0
"062 The Glen B, Cork City",27293.0
"063 The Lough, Cork City",26556.0
"064 Tivoli A, Cork City",36341.0
"065 Tivoli B, Cork City",34628.0
"066 Togher A, Cork City",25464.0
"067 Togher B, Cork City",28341.0
"068 Tramore A, Cork City",39248.0
"069 Tramore B, Cork City",44218.0
"070 Tramore C, Cork City",32017.0
"071 Turners Cross A, Cork City",32790.0
"072 Turners Cross B, Cork City",32109.0
"073 Turners Cross C, Cork City",32316.0
"074 Turners Cross D, Cork City",..
"001 Clonakilty Urban, Co. Cork",22814.0
"002 Cobh Urban, Co. Cork",31681.0
"003 Fermoy Urban, Co. Cork",24228.0
"004 Kinsale Urban, Co. Cork",24790.0
"005 Macroom Urban, Co. Cork",24243.0
"006 Mallow North Urban, Co. Cork",25403.0
"007 Mallow South Urban, Co. Cork",25737.0
"008 Midleton Urban, Co. Cork",25606.0
"009 Skibbereen Urban, Co. Cork",21837.0
"010 Youghal Urban, Co. Cork",22478.0
"011 Ballinadee, Co. Cork",29150.0
"012 Ballygroman, Co. Cork",42918.0
"013 Ballymodan, Co. Cork",25240.0
"014 Ballymurphy, Co. Cork",40550.0
"015 Bandon, Co. Cork",23096.0
"016 Baurleigh, Co. Cork",28103.0
"017 Bengour, Co. Cork",32568.0
"018 Boulteen, Co. Cork",26799.0
"019 Brinny, Co. Cork",36647.0
"020 Cashel, Co. Cork",31136.0
"021 Inishannon, Co. Cork",37124.0
"022 Kilbonane, Co. Cork",35997.0
"023 Kilbrittain, Co. Cork",27000.0
"024 Kilbrogan, Co. Cork",28709.0
"025 Knockavilly, Co. Cork",36264.0
"026 Knockroe, Co. Cork",33153.0
"027 Moviddy, Co. Cork",36461.0
"028 Murragh, Co. Cork",31592.0
"029 Rathclarin, Co. Cork",26304.0
"030 Teadies, Co. Cork",28090.0
"031 Templemartin, Co. Cork",33280.0
"032 Ahil, Co. Cork",..
"999 Bantry Rural / Whiddy",27422.0
"034 Bantry Urban, Co. Cork",21876.0
"035 Douce, Co. Cork",..
"036 Durrus East, Co. Cork",..
"037 Durrus West, Co. Cork",19955.0
"038 Glanlough, Co. Cork",..
"039 Glengarriff, Co. Cork",25881.0
"040 Kealkill, Co. Cork",27523.0
"041 Kilcaskan, Co. Cork",23094.0
"042 Mealagh, Co. Cork",..
"043 Scart, Co. Cork",..
"044 Seefin, Co. Cork",16067.0
"045 Sheepshead, Co. Cork",..
"047 Adrigole, Co. Cork",22456.0
"048 Bear, Co. Cork",..
"049 Coulagh, Co. Cork",23153.0
"050 Curryglass, Co. Cork",27360.0
"051 Kilcatherine, Co. Cork",23646.0
"052 Killaconenagh, Co. Cork",21971.0
"053 Kilnamanagh, Co. Cork",..
"054 Abbeymahon, Co. Cork",26000.0
"055 Ardfield, Co. Cork",27315.0
"056 Argideen, Co. Cork",32248.0
"057 Butlerstown, Co. Cork",26812.0
"058 Cahermore, Co. Cork",25684.0
"059 Castleventry, Co. Cork",27489.0
"060 Clonakilty Rural, Co. Cork",27599.0
"061 Coolcraheen, Co. Cork",24791.0
"062 Courtmacsherry, Co. Cork",24557.0
"063 Derry, Co. Cork",23659.0
"064 Kilkerranmore, Co. Cork",26690.0
"065 Kilmaloda East, Co. Cork",27600.0
"066 Kilmaloda West, Co. Cork",25362.0
"067 Kilmoylerane, Co. Cork",25913.0
"068 Kilnagross, Co. Cork",29135.0
"069 Knocks, Co. Cork",24218.0
"070 Rathbarry, Co. Cork",26914.0
"071 Rosscarbery, Co. Cork",24717.0
"072 Rossmore, Co. Cork",23394.0
"073 Templeomalus, Co. Cork",25319.0
"074 Timoleague, Co. Cork",26431.0
"075 Ballincollig, Co. Cork",36172.0
"076 Ballygarvan, Co. Cork",35780.0
"077 Ballynaglogh, Co. Cork",33882.0
"078 Bishopstown (Part Rural), Co. Cork",..
"079 Blackpool, Co. Cork",34675.0
"080 Blarney, Co. Cork",32071.0
"081 Caherlag, Co. Cork",36498.0
"082 Carrigaline, Co. Cork",35235.0
"083 Carrignavar, Co. Cork",36218.0
"084 Carrigrohane Beg, Co. Cork",38377.0
"085 Cobh Rural, Co. Cork",33600.0
"086 Douglas, Co. Cork",40958.0
"087 Dripsey, Co. Cork",34425.0
"088 Dunderrow, Co. Cork",38152.0
"089 Firmount, Co. Cork",35588.0
"090 Glenville, Co. Cork",33800.0
"091 Greenfort, Co. Cork",38894.0
"092 Inishkenny, Co. Cork",33983.0
"093 Killeagh, Co. Cork",32914.0
"094 Knockantota, Co. Cork",31382.0
"095 Knockraha, Co. Cork",36470.0
"096 Lehenagh, Co. Cork",36458.0
"097 Matehy, Co. Cork",36542.0
"098 Monkstown Rural, Co. Cork",35639.0
"099 Monkstown Urban, Co. Cork",33823.0
"100 Ovens, Co. Cork",42200.0
"101 Rathcooney (Part Rural), Co. Cork",34248.0
"102 Riverstown, Co. Cork",35833.0
"103 St. Mary's (Part Rural), Co. Cork",30682.0
"104 Whitechurch, Co. Cork",33996.0
"105 Aultagh, Co. Cork",33936.0
"106 Ballingurteen, Co. Cork",30905.0
"107 Ballymoney, Co. Cork",30775.0
"108 Béal Átha an Ghaorthaidh, Co. Cork",23791.0
"109 Bealock, Co. Cork",21399.0
"110 Carrigboy, Co. Cork",26450.0
"111 Castletown, Co. Cork",27599.0
"112 Coolmountain, Co. Cork",20389.0
"113 Drinagh, Co. Cork",..
"114 Dunmanway North, Co. Cork",24465.0
"115 Dunmanway South, Co. Cork",24162.0
"116 Garrown, Co. Cork",27576.0
"117 Kinneigh, Co. Cork",25558.0
"118 Manch, Co. Cork",26300.0
"119 Milane, Co. Cork",..
"120 Teerelton, Co. Cork",33197.0
"121 Aghern, Co. Cork",27380.0
"122 Ballyhooly, Co. Cork",25078.0
"123 Ballynoe, Co. Cork",29612.0
"124 Carrig, Co. Cork",34637.0
"125 Castlecooke, Co. Cork",28582.0
"126 Castle Hyde, Co. Cork",32743.0
"127 Castlelyons, Co. Cork",33659.0
"128 Castletownroche, Co. Cork",20789.0
"129 Coole, Co. Cork",28914.0
"130 Curraglass, Co. Cork",32120.0
"131 Fermoy Rural, Co. Cork",26026.0
"132 Glanworth East, Co. Cork",27777.0
"133 Glanworth West, Co. Cork",25633.0
"134 Gortnaskehy, Co. Cork",31885.0
"135 Gortroe, Co. Cork",31206.0
"136 Kilcor, Co. Cork",33782.0
"137 Kilcummer, Co. Cork",31534.0
"138 Kildinan, Co. Cork",31250.0
"139 Killathy, Co. Cork",28711.0
"140 Kilworth, Co. Cork",28586.0
"141 Knockmourne, Co. Cork",26100.0
"142 Leitrim, Co. Cork",31667.0
"143 Rathcormack, Co. Cork",29329.0
"144 Watergrasshill, Co. Cork",36095.0
"145 Allow, Co. Cork",25337.0
"146 Ballyhoolahan, Co. Cork",25870.0
"147 Banteer, Co. Cork",24893.0
"148 Barleyhill, Co. Cork",26134.0
"149 Barnacurra, Co. Cork",27781.0
"150 Bawncross, Co. Cork",30018.0
"151 Boherboy, Co. Cork",27622.0
"152 Castlecor, Co. Cork",27760.0
"153 Castlemagner, Co. Cork",30068.0
"154 Clonfert East, Co. Cork",22934.0
"155 Clonfert West, Co. Cork",28711.0
"156 Clonmeen, Co. Cork",29915.0
"157 Coolclogh, Co. Cork",36488.0
"158 Dromina, Co. Cork",26393.0
"159 Glenlara, Co. Cork",25003.0
"160 Gortmore, Co. Cork",29959.0
"161 Greenane, Co. Cork",24971.0
"162 Kanturk, Co. Cork",22738.0
"163 Kilbrin, Co. Cork",27118.0
"164 Kilmeen, Co. Cork",25357.0
"165 Knockatooan, Co. Cork",26302.0
"166 Knocktemple, Co. Cork",26847.0
"167 Meens, Co. Cork",26456.0
"168 Milford, Co. Cork",30484.0
"169 Nad, Co. Cork",..
"170 Newmarket, Co. Cork",25393.0
"171 Newtown, Co. Cork",29640.0
"172 Roskeen, Co. Cork",30430.0
"173 Rosnalee, Co. Cork",28645.0
"174 Rowls, Co. Cork",..
"175 Tincoora, Co. Cork",35093.0
"176 Tullylease, Co. Cork",29836.0
"177 Williamstown, Co. Cork",27514.0
"178 Ballinspittle, Co. Cork",21834.0
"179 Ballyfeard, Co. Cork",41693.0
"180 Ballyfoyle, Co. Cork",33935.0
"181 Ballymackean, Co. Cork",28458.0
"182 Ballymartle, Co. Cork",37558.0
"183 Carrigaline, Co. Cork",35696.0
"184 Coolmain, Co. Cork",32960.0
"185 Cullen, Co. Cork",32528.0
"186 Farranbrien, Co. Cork",35239.0
"187 Kilmonoge, Co. Cork",36897.0
"188 Kilpatrick, Co. Cork",39688.0
"189 Kinsale Rural, Co. Cork",34424.0
"190 Kinure, Co. Cork",31066.0
"191 Laherne, Co. Cork",30893.0
"192 Leighmoney, Co. Cork",44222.0
"193 Liscleary, Co. Cork",36375.0
"194 Nohaval, Co. Cork",40123.0
"195 Templebreedy, Co. Cork",34513.0
"196 Templemichael, Co. Cork",35804.0
"197 Aghinagh, Co. Cork",34168.0
"198 Aglish, Co. Cork",36499.0
"199 Béal Átha an Ghaorthaidh (Bealanageary), Co. Cork",24893.0
"200 Ceann Droma, Co. Cork",23740.0
"201 Cannaway, Co. Cork",34704.0
"202 Claonráth, Co. Cork",27068.0
"203 Clondrohid, Co. Cork",27787.0
"204 Clonmoyle, Co. Cork",38121.0
"205 Doire Fhínín, Co. Cork",19500.0
"206 Gort na Tiobratan, Co. Cork",26361.0
"207 Gowlane, Co. Cork",31445.0
"208 Greenville, Co. Cork",28445.0
"209 Inchigeelagh, Co. Cork",23291.0
"210 Kilberrihert, Co. Cork",25967.0
"211 Kilcullen, Co. Cork",30600.0
"212 Cill na Martra, Co. Cork",26946.0
"213 Macloneigh, Co. Cork",30147.0
"214 Magourney, Co. Cork",31913.0
"215 Mashanaglass, Co. Cork",34187.0
"216 Mountrivers, Co. Cork",36463.0
"217 Rahalisk, Co. Cork",22810.0
"218 An Sliabh Riabhach, Co. Cork",24650.0
"219 Na hUláin, Co. Cork",28825.0
"220 Warrenscourt, Co. Cork",34668.0
"221 Ardskeagh, Co. Cork",33220.0
"222 Ballyclogh, Co. Cork",29063.0
"223 Ballynamona, Co. Cork",34295.0
"224 Buttevant, Co. Cork",27121.0
"225 Caherduggan, Co. Cork",30232.0
"226 Carrig, Co. Cork",35835.0
"227 Churchtown, Co. Cork",24800.0
"228 Clenor, Co. Cork",30003.0
"229 Doneraile, Co. Cork",21874.0
"230 Dromore, Co. Cork",30580.0
"231 Imphrick, Co. Cork",34045.0
"232 Kilmaclenine, Co. Cork",26382.0
"233 Kilshannig, Co. Cork",31753.0
"234 Liscarroll, Co. Cork",24905.0
"235 Mallow Rural, Co. Cork",28192.0
"236 Milltown, Co. Cork",33712.0
"237 Monanimy, Co. Cork",31506.0
"238 Rahan, Co. Cork",28964.0
"239 Rathluirc, Co. Cork",24195.0
"240 Shanballymore, Co. Cork",24684.0
"241 Skahanagh, Co. Cork",24235.0
"242 Springfort, Co. Cork",32143.0
"243 Streamhill, Co. Cork",..
"244 Templemary, Co. Cork",30806.0
"245 Wallstown, Co. Cork",26250.0
"246 Ballintemple, Co. Cork",31997.0
"247 Ballycottin, Co. Cork",24600.0
"248 Ballyspillane, Co. Cork",37818.0
"249 Carrigtohill, Co. Cork",34704.0
"250 Castlemartyr, Co. Cork",31159.0
"251 Clonmult, Co. Cork",27889.0
"252 Cloyne, Co. Cork",30115.0
"253 Corkbeg, Co. Cork",33285.0
"254 Dangan, Co. Cork",27794.0
"255 Dungourney, Co. Cork",33412.0
"256 Garryvoe, Co. Cork",35000.0
"257 Ightermurragh, Co. Cork",29998.0
"258 Inch, Co. Cork",34876.0
"259 Lisgoold, Co. Cork",37686.0
"260 Midleton Rural, Co. Cork",32725.0
"261 Mogeely, Co. Cork",30420.0
"262 Rostellan, Co. Cork",36260.0
"263 Templebodan, Co. Cork",33793.0
"264 Templenacarriga, Co. Cork",28980.0
"265 Caherbarnagh, Co. Cork",26818.0
"266 Coomlogane, Co. Cork",27930.0
"267 Crinnaloo, Co. Cork",24485.0
"268 Cullen, Co. Cork",24564.0
"269 Derragh, Co. Cork",33464.0
"270 Doonasleen, Co. Cork",28536.0
"271 Drishane, Co. Cork",27152.0
"272 Keale, Co. Cork",27980.0
"273 Kilcorney, Co. Cork",25649.0
"274 Knocknagree, Co. Cork",22618.0
"275 Rathcool, Co. Cork",26778.0
"276 Skagh, Co. Cork",28248.0
"277 Ballyarthur, Co. Cork",26782.0
"278 Derryvillane, Co. Cork",25800.0
"279 Farahy, Co. Cork",29314.0
"280 Kildorrery, Co. Cork",26437.0
"281 Kilgullane, Co. Cork",26460.0
"282 Kilphelan, Co. Cork",27009.0
"283 Marshalstown, Co. Cork",25892.0
"284 Mitchelstown, Co. Cork",25277.0
"285 Templemolaga, Co. Cork",31252.0
"286 Aghadown North, Co. Cork",27627.0
"287 Aghadown South, Co. Cork",28579.0
"288 Bredagh, Co. Cork",27588.0
"289 Caheragh, Co. Cork",..
"290 Cléire, Co. Cork",..
"291 Carrigbaun, Co. Cork",28801.0
"292 Castlehaven North, Co. Cork",24000.0
"293 Castlehaven South, Co. Cork",25189.0
"294 Cloghdonnell, Co. Cork",29522.0
"295 Cloonkeen, Co. Cork",28233.0
"296 Drinagh, Co. Cork",30781.0
"297 Dromdaleague North, Co. Cork",..
"298 Dromdaleague South, Co. Cork",25111.0
"299 Garranes, Co. Cork",28432.0
"300 Gortnascreeny, Co. Cork",24323.0
"301 Kilfaughnabeg, Co. Cork",23964.0
"302 Killeenleagh, Co. Cork",32740.0
"303 Knockskagh, Co. Cork",25508.0
"304 Myross, Co. Cork",30939.0
"305 Shreelane, Co. Cork",29031.0
"306 Skibbereen Rural, Co. Cork",28883.0
"307 Tullagh, Co. Cork",25392.0
"308 Woodfort, Co. Cork",28492.0
"309 Ballybane, Co. Cork",21806.0
"310 Ballydehob, Co. Cork",24341.0
"311 Coolagh, Co. Cork",..
"312 Crookhaven, Co. Cork",..
"313 Dunbeacon, Co. Cork",..
"314 Dunmanus, Co. Cork",..
"315 Goleen, Co. Cork",13068.0
"316 Kilcoe, Co. Cork",29980.0
"317 Lowertown, Co. Cork",..
"318 Skull, Co. Cork",23124.0
"319 Toormore, Co. Cork",..
"320 Ardagh, Co. Cork",32388.0
"321 Clonpriest, Co. Cork",32329.0
"322 Kilcronat, Co. Cork",30368.0
"323 Killeagh, Co. Cork",29364.0
"324 Kilmacdonogh, Co. Cork",29287.0
"325 Youghal Rural (Part Rural), Co. Cork",27749.0
"001 Killarney Urban, Co. Kerry",22056.0
"002 Listowel Urban, Co. Kerry",24347.0
"003 Tralee Urban, Co. Kerry",20543.0
"004 Na Beathacha, Co. Kerry",..
"005 Baile an Sceilg, Co. Kerry",18672.0
"006 An Baile Breac, Co. Kerry",..
"007 Caher, Co. Kerry",20080.0
"008 Cathair Dónall, Co. Kerry",14819.0
"999 Ceannúigh / Máistir Gaoithe",..
"010 Castlequin, Co. Kerry",20347.0
"012 Curraghbeg, Co. Kerry",16990.0
"013 Doire Fhíonáin, Co. Kerry",..
"999 Doire Ianna / Cloon",19145.0
"015 An tImleach, Co. Kerry",17855.0
"016 Glanbehy, Co. Kerry",21269.0
"017 Killinane, Co. Kerry",17349.0
"018 Lickeen, Co. Kerry",..
"019 Loch Luíoch, Co. Kerry",..
"021 Maum, Co. Kerry",..
"022 Portmagee, Co. Kerry",..
"023 Toghroinn Fhíonáin, Co. Kerry",..
"024 Teeranearagh, Co. Kerry",..
"025 Valencia, Co. Kerry",19798.0
"026 Ballinvoher, Co. Kerry",19585.0
"027 An Baile Dubh, Co. Kerry",..
"028 Ballynacourty, Co. Kerry",24019.0
"029 Cé Bhréanainn, Co. Kerry",..
