"Proportion of households state pension was majority of household income"
"(%) by Electoral Division and Year"

" ","2016"
"101 Carrig, Co. Kerry",27.3
"102 Causeway, Co. Kerry",15.2
"103 Cloontubbrid, Co. Kerry",25.9
"104 Drommartin, Co. Kerry",23.5
"105 Duagh, Co. Kerry",15.6
"106 Ennismore, Co. Kerry",24.7
"107 Gullane, Co. Kerry",23.8
"108 Gunsborough, Co. Kerry",17.8
"109 Kilfeighny, Co. Kerry",18.6
"110 Killehenny, Co. Kerry",22.8
"111 Killury, Co. Kerry",26.6
"112 Kilmeany, Co. Kerry",15.5
"113 Kilshenane, Co. Kerry",30.1
"114 Kiltomy, Co. Kerry",22.7
"115 Leitrim, Co. Kerry",18.2
"116 Lislaughtin, Co. Kerry",24.9
"117 Lisselton, Co. Kerry",25.6
"118 Listowel Rural, Co. Kerry",18.5
"119 Lixnaw, Co. Kerry",12.3
"120 Moynsha, Co. Kerry",20.0
"121 Newtownsandes, Co. Kerry",17.1
"122 Rathea, Co. Kerry",25.8
"123 Shronowen, Co. Kerry",30.0
"124 Tarbert, Co. Kerry",22.1
"125 Tarmon, Co. Kerry",27.1
"126 Trienearagh, Co. Kerry",17.0
"127 Urlee, Co. Kerry",30.3
"128 Abbeydorney, Co. Kerry",16.8
"129 Arabela, Co. Kerry",14.8
"130 Ardfert, Co. Kerry",17.6
"131 Ballyegan, Co. Kerry",14.6
"132 Ballyheige, Co. Kerry",20.5
"133 Ballynahaglish, Co. Kerry",16.0
"134 Ballynorig, Co. Kerry",16.1
"135 Ballyseedy, Co. Kerry",11.1
"136 Banna, Co. Kerry",17.1
"137 Baurtregaum, Co. Kerry",25.0
"138 Blennerville (Part Urban), Co. Kerry",16.0
"139 Boolteens, Co. Kerry",22.2
"140 Brosna, Co. Kerry",23.9
"141 Carker, Co. Kerry",29.0
"142 Castleisland, Co. Kerry",16.6
"143 Clogherbrien, Co. Kerry",13.9
"144 Cordal, Co. Kerry",21.0
"145 Crinny, Co. Kerry",18.3
"146 Derreen, Co. Kerry",20.6
"147 Doon, Co. Kerry",11.4
"148 Gneeves, Co. Kerry",18.4
"149 Kerryhead, Co. Kerry",22.9
"150 Kilflyn, Co. Kerry",23.3
"151 Kilgarrylander, Co. Kerry",21.1
"152 Kilgobban, Co. Kerry",16.8
"153 Killahan, Co. Kerry",29.2
"154 Kilmurry, Co. Kerry",16.7
"155 Kiltallagh, Co. Kerry",21.8
"156 Knockglass, Co. Kerry",13.1
"157 Knocknagashel, Co. Kerry",18.1
"158 Lackabaun, Co. Kerry",16.9
"159 Millbrook, Co. Kerry",18.9
"160 Mount Eagle, Co. Kerry",20.0
"161 Nohaval, Co. Kerry",15.7
"162 O'Brennan, Co. Kerry",10.9
"163 Ratass, Co. Kerry",14.9
"164 Scartaglin, Co. Kerry",13.5
"165 Tralee Rural (Part Urban), Co. Kerry",11.4
"166 Tubrid, Co. Kerry",23.5
"001 Abbey A, Limerick City",13.3
"002 Abbey B, Limerick City",6.9
"003 Abbey C, Limerick City",19.0
"004 Abbey D, Limerick City",20.6
"005 Ballinacurra A, Limerick City",10.2
"006 Ballinacurra B, Limerick City",26.4
"007 Ballynanty, Limerick City",17.4
"008 Castle A, Limerick City",17.7
"009 Castle B, Limerick City",18.3
"010 Castle C, Limerick City",8.0
"011 Castle D, Limerick City",11.6
"012 Coolraine, Limerick City",19.7
"013 Custom House, Limerick City",5.0
"014 Dock A, Limerick City",4.4
"015 Dock B, Limerick City",10.9
"016 Dock C, Limerick City",17.8
"017 Dock D, Limerick City",7.2
"018 Farranshone, Limerick City",21.2
"019 Galvone A, Limerick City",17.8
"020 Galvone B, Limerick City",21.7
"021 Glentworth A, Limerick City",15.3
"022 Glentworth B, Limerick City",22.1
"023 Glentworth C, Limerick City",16.7
"024 John's A, Limerick City",19.4
"025 John's B, Limerick City",23.3
"026 John's C, Limerick City",14.5
"027 Killeely A, Limerick City",22.0
"028 Killeely B, Limerick City",24.0
"029 Market, Limerick City",9.8
"030 Prospect A, Limerick City",23.4
"031 Prospect B, Limerick City",19.8
"032 Rathbane, Limerick City",24.9
"033 St. Laurence, Limerick City",20.2
"034 Shannon A, Limerick City",1.2
"035 Shannon B, Limerick City",5.1
"036 Singland A, Limerick City",20.4
"037 Singland B, Limerick City",12.5
"065 Limerick North Rural, Limerick City",12.3
"001 Abbeyville, Co. Limerick",16.5
"002 Adare North, Co. Limerick",15.6
"003 Adare South, Co. Limerick",17.0
"004 Ballingarry, Co. Limerick",15.7
"005 Ballyagran, Co. Limerick",21.9
"006 Ballygrennan, Co. Limerick",18.9
"007 Ballynabanoge, Co. Limerick",16.8
"008 Ballynoe, Co. Limerick",12.1
"009 Castletown, Co. Limerick",16.0
"010 Coolrus, Co. Limerick",16.7
"011 Crean, Co. Limerick",12.7
"012 Crecora, Co. Limerick",12.4
"013 Croom, Co. Limerick",15.3
"014 Dunnaman, Co. Limerick",10.5
"015 Fedamore, Co. Limerick",12.7
"016 Garrane, Co. Limerick",15.5
"017 Grange, Co. Limerick",16.6
"018 Kilfinny, Co. Limerick",17.4
"019 Kilpeacon, Co. Limerick",11.6
"020 Rathmore, Co. Limerick",15.3
"021 Fleanmore, Co. Limerick",12.8
"022 Glin, Co. Limerick",24.0
"023 Kilfergus, Co. Limerick",26.5
"024 Kilmoylan, Co. Limerick",27.6
"025 Ardpatrick, Co. Limerick",21.0
"026 Athlacca, Co. Limerick",20.9
"027 Ballymacshaneboy, Co. Limerick",15.9
"028 Bruff, Co. Limerick",15.9
"029 Bruree, Co. Limerick",15.8
"030 Bulgaden, Co. Limerick",17.9
"031 Cahercorney, Co. Limerick",12.3
"032 Colmanswell, Co. Limerick",15.4
"033 Darragh, Co. Limerick",20.2
"034 Dromin, Co. Limerick",14.4
"035 Emlygrennan, Co. Limerick",17.2
"036 Glenbrohane, Co. Limerick",25.6
"037 Griston, Co. Limerick",21.6
"038 Hospital, Co. Limerick",19.9
"039 Kilfinnane, Co. Limerick",18.2
"040 Kilflyn, Co. Limerick",15.5
"041 Kilmallock, Co. Limerick",18.4
"042 Kilteely, Co. Limerick",17.0
"043 Knockainy, Co. Limerick",16.6
"044 Knocklong, Co. Limerick",18.0
"045 Particles, Co. Limerick",12.3
"046 Rockhill, Co. Limerick",19.1
"047 Tobernea, Co. Limerick",16.7
"048 Uregare, Co. Limerick",18.4
"049 Abington, Co. Limerick",11.1
"050 Ballybricken, Co. Limerick",12.8
"051 Ballycummin, Co. Limerick",6.9
"052 Ballysimon, Co. Limerick",6.1
"053 Ballyvarra, Co. Limerick",7.8
"054 Caherconlish East, Co. Limerick",21.3
"055 Caherconlish West, Co. Limerick",11.8
"056 Caherelly, Co. Limerick",8.4
"057 Cappamore, Co. Limerick",16.6
"058 Carrig, Co. Limerick",21.3
"059 Castleconnell, Co. Limerick",14.4
"060 Clarina, Co. Limerick",11.2
"061 Clonkeen, Co. Limerick",9.1
"062 Doon West, Co. Limerick",15.9
"063 Glenstal, Co. Limerick",12.5
"064 Kilmurry, Co. Limerick",15.9
"066 Limerick South Rural, Co. Limerick",6.9
"067 Patrickswell, Co. Limerick",16.0
"068 Roxborough, Co. Limerick",15.2
"069 Anglesborough, Co. Limerick",18.4
"070 Ballylanders, Co. Limerick",20.2
"071 Cullane, Co. Limerick",21.3
"072 Duntryleague, Co. Limerick",15.7
"073 Galbally, Co. Limerick",24.9
"074 Kilbeheny, Co. Limerick",20.4
"075 Kilglass, Co. Limerick",14.4
"076 Knocknascrow, Co. Limerick",12.5
"077 Riversdale, Co. Limerick",18.6
"078 Abbeyfeale, Co. Limerick",16.5
"079 Ardagh, Co. Limerick",20.9
"080 Ballintober, Co. Limerick",21.0
"081 Ballynoe West, Co. Limerick",14.5
"082 Boola, Co. Limerick",16.3
"083 Broadford, Co. Limerick",20.8
"084 Caher, Co. Limerick",20.3
"085 Cleanglass, Co. Limerick",19.6
"086 Cloncagh, Co. Limerick",19.4
"087 Danganbeg, Co. Limerick",19.5
"088 Dromcolliher, Co. Limerick",23.2
"089 Dromtrasna, Co. Limerick",19.4
"090 Feenagh, Co. Limerick",16.9
"091 Garryduff, Co. Limerick",20.2
"092 Glenagower, Co. Limerick",18.9
"093 Glengort, Co. Limerick",23.9
"094 Glensharrold, Co. Limerick",17.9
"095 Kilmeedy, Co. Limerick",20.0
"096 Knockaderry, Co. Limerick",11.7
"097 Mahoonagh, Co. Limerick",16.7
"098 Monagay, Co. Limerick",14.4
"099 Mountcollins, Co. Limerick",22.3
"100 Mountplummer, Co. Limerick",20.5
"101 Newcastle Rural, Co. Limerick",8.5
"102 Newcastle Urban, Co. Limerick",13.5
"103 Port, Co. Limerick",18.5
"104 Rathronan, Co. Limerick",19.5
"105 Rooskagh, Co. Limerick",19.4
"106 Templeglentan, Co. Limerick",18.5
"107 Askeaton East, Co. Limerick",14.7
"108 Askeaton West, Co. Limerick",16.9
"109 Aughinish, Co. Limerick",12.5
"110 Ballyallinan, Co. Limerick",12.1
"111 Ballynacarriga, Co. Limerick",10.7
"112 Castletown, Co. Limerick",16.0
"113 Craggs, Co. Limerick",18.9
"114 Croagh, Co. Limerick",10.5
"115 Dromard, Co. Limerick",10.8
"116 Dunmoylan East, Co. Limerick",20.4
"117 Dunmoylan West, Co. Limerick",13.0
"118 Iveruss, Co. Limerick",18.0
"119 Kilcornan, Co. Limerick",17.9
"120 Kildimo, Co. Limerick",14.3
"121 Kilscannell, Co. Limerick",14.9
"122 Lismakeery, Co. Limerick",15.5
"123 Loghill, Co. Limerick",13.9
"124 Mohernagh, Co. Limerick",10.6
"125 Nantinan, Co. Limerick",14.0
"126 Pallaskenry, Co. Limerick",11.1
"127 Rathkeale Rural, Co. Limerick",17.8
"128 Rathkeale Urban, Co. Limerick",19.4
"129 Riddlestown, Co. Limerick",15.2
"130 Shanagolden, Co. Limerick",19.7
"131 Shanid, Co. Limerick",19.4
"132 Bilboa, Co. Limerick",14.3
"133 Doon South, Co. Limerick",17.1
"134 Grean, Co. Limerick",17.9
"135 Oola, Co. Limerick",18.8
"136 Templebredon, Co. Limerick",16.9
"001 Nenagh East Urban, North Tipperary",12.6
"002 Nenagh West Urban, North Tipperary",12.7
"003 Templemore, North Tipperary",19.7
"004 Thurles Urban, North Tipperary",17.9
"005 Aglishcloghane, North Tipperary",17.3
"006 Ballingarry, North Tipperary",24.4
"007 Ballylusky, North Tipperary",12.1
"008 Borrisokane, North Tipperary",19.7
"009 Carrig, North Tipperary",24.2
"010 Cloghjordan, North Tipperary",18.9
"011 Cloghprior, North Tipperary",15.6
"012 Clohaskin, North Tipperary",16.9
"013 Finnoe, North Tipperary",20.0
"014 Graigue, North Tipperary",20.0
"015 Kilbarron, North Tipperary",18.8
"016 Lorrha East, North Tipperary",23.5
"017 Lorrha West, North Tipperary",16.2
"018 Mertonhall, North Tipperary",19.0
"019 Rathcabban, North Tipperary",17.0
"020 Redwood, North Tipperary",31.5
"021 Riverstown, North Tipperary",12.1
"022 Terryglass, North Tipperary",20.0
"023 Uskane, North Tipperary",19.5
"024 Abington, North Tipperary",17.1
"025 Aghnameadle, North Tipperary",12.5
"026 Ardcrony, North Tipperary",18.0
"027 Ballina, North Tipperary",7.9
"028 Ballygibbon, North Tipperary",16.6
"029 Ballymackey, North Tipperary",12.0
"030 Ballynaclogh, North Tipperary",13.9
"031 Birdhill, North Tipperary",12.0
"032 Burgesbeg, North Tipperary",14.9
"033 Carrigatogher, North Tipperary",12.3
"034 Castletown, North Tipperary",16.6
"035 Derrycastle, North Tipperary",14.8
"036 Dolla, North Tipperary",15.6
"999Greenhall / Lackagh",12.9
"038 Kilcomenty, North Tipperary",14.7
"039 Kilkeary, North Tipperary",14.6
"040 Killoscully, North Tipperary",9.3
"041 Kilmore, North Tipperary",17.3
"042 Kilnaneave, North Tipperary",16.9
"043 Kilnarath, North Tipperary",9.8
"044 Knigh, North Tipperary",17.6
"046 Latteragh, North Tipperary",21.9
"047 Monsea, North Tipperary",13.6
"048 Nenagh Rural, North Tipperary",13.2
"049 Newport, North Tipperary",12.3
"050 Templederry, North Tipperary",27.5
"051 Youghalarra, North Tipperary",11.8
"052 Borrisnafarney, North Tipperary",15.1
"053 Borrisnoe, North Tipperary",10.8
"054 Bourney East, North Tipperary",14.7
"055 Bourney West, North Tipperary",21.4
"056 Killavinoge, North Tipperary",17.0
"057 Killea, North Tipperary",13.4
"058 Rathnaveoge, North Tipperary",16.0
"059 Roscrea, North Tipperary",13.6
"060 Timoney, North Tipperary",15.6
"061 Ballycahill, North Tipperary",19.3
"062 Ballymurreen, North Tipperary",21.5
"063 Borrisoleigh, North Tipperary",17.1
"064 Drom, North Tipperary",11.4
"065 Foilnaman, North Tipperary",15.0
"066 Glenkeen, North Tipperary",18.5
"067 Gortkelly, North Tipperary",14.6
"068 Holycross, North Tipperary",22.7
"069 Inch, North Tipperary",16.7
"070 Kilrush, North Tipperary",14.2
"071 Littleton, North Tipperary",19.6
"072 Longfordpass, North Tipperary",15.3
"073 Loughmoe, North Tipperary",19.5
"074 Moyaliff, North Tipperary",19.0
"075 Moycarky, North Tipperary",15.3
"076 Moyne, North Tipperary",12.6
"077 Rahelty, North Tipperary",14.0
"078 Templetouhy, North Tipperary",19.7
"079 Thurles Rural, North Tipperary",10.7
"080 Twomileborris, North Tipperary",10.4
"081 Upperchurch, North Tipperary",21.2
"082 Carrickbeg Urban, South Tipperary",16.2
"083 Carrick-on-Suir Urban, South Tipperary",16.1
"084 Cashel Urban, South Tipperary",15.8
"085 Clonmel East Urban, South Tipperary",16.0
"086 Clonmel West Urban, South Tipperary",21.4
"087 Tipperary East Urban, South Tipperary",20.3
"088 Tipperary West Urban, South Tipperary",21.1
"089 Carrick-on-Suir Rural, South Tipperary",16.7
"090 Garrangibbon, South Tipperary",19.7
"091 Kilmurry, South Tipperary",14.6
"092 Newtown, South Tipperary",19.0
"093 Ardmayle, South Tipperary",21.1
"094 Ardsallagh, South Tipperary",18.5
"095 Ballysheehan, South Tipperary",20.5
"096 Cashel Rural, South Tipperary",10.8
"097 Clogher, South Tipperary",22.7
"098 Cloneen, South Tipperary",15.9
"099 Clonoulty East, South Tipperary",26.4
"100 Clonoulty West, South Tipperary",18.9
"101 Colman, South Tipperary",18.5
"102 Cooleagh, South Tipperary",19.9
"103 Drangan, South Tipperary",11.8
"104 Fethard, South Tipperary",20.1
"105 Gaile, South Tipperary",11.5
"106 Graigue, South Tipperary",22.4
"107 Greystown, South Tipperary",18.0
"108 Killeenasteena, South Tipperary",16.0
"109 Killenaule, South Tipperary",19.7
"110 Kilpatrick, South Tipperary",13.7
"111 Knockgraffon, South Tipperary",14.7
"112 Magorban, South Tipperary",11.6
"113 Nodstown, South Tipperary",10.8
"114 Oughterleague, South Tipperary",16.5
"115 Peppardstown, South Tipperary",13.5
"116 Tullamain, South Tipperary",14.6
"117 Ardfinnan, South Tipperary",13.8
"118 Ballybacon, South Tipperary",13.1
"119 Ballyporeen, South Tipperary",18.5
"120 Burncourt, South Tipperary",19.9
"121 Caher, South Tipperary",22.0
"122 Clogheen, South Tipperary",22.5
"123 Coolagarranroe, South Tipperary",21.6
"124 Derrygrath, South Tipperary",16.3
"125 Kilcommon, South Tipperary",18.7
"126 Kilcoran, South Tipperary",17.7
"127 Mortlestown, South Tipperary",5.6
"128 Newcastle, South Tipperary",15.9
"129 Tubbrid, South Tipperary",14.2
"130 Tullaghmelan, South Tipperary",15.2
"131 Tullaghorton, South Tipperary",21.1
"132 Ballyclerahan, South Tipperary",8.1
"133 Clonmel Rural (Part Urban), South Tipperary",7.5
"134 Inishlounaght (Part Urban), South Tipperary",8.6
"135 Kilcash, South Tipperary",13.6
"999 Kilsheelan / Killaloan",12.2
"138 Kiltinan, South Tipperary",19.6
"139 Lisronagh, South Tipperary",9.2
"140 Anner, South Tipperary",17.2
"141 Ballingarry, South Tipperary",18.6
"142 Ballyphilip, South Tipperary",15.0
"143 Buolick, South Tipperary",18.8
"144 Crohane, South Tipperary",21.1
"145 Farranrory, South Tipperary",15.4
"146 Fennor, South Tipperary",14.9
"147 Kilcooly, South Tipperary",13.7
"148 Kilvemnon, South Tipperary",14.4
"149 Modeshil, South Tipperary",16.1
"150 Mullinahone, South Tipperary",17.4
"151 New Birmingham, South Tipperary",18.6
"152 Poyntstown, South Tipperary",21.1
"153 Ballycarron, South Tipperary",20.8
"154 Ballygriffin, South Tipperary",21.8
"155 Ballykisteen, South Tipperary",18.0
"156 Bansha, South Tipperary",15.5
"157 Bruis, South Tipperary",15.3
"158 Cappagh, South Tipperary",18.8
"159 Clonbeg, South Tipperary",16.4
"160 Cullen, South Tipperary",25.2
"161 Curraheen, South Tipperary",24.1
"162 Donohill, South Tipperary",19.4
"163 Drumwood, South Tipperary",13.9
"164 Emly, South Tipperary",16.5
"165 Glengar, South Tipperary",18.4
"166 Golden, South Tipperary",14.2
"167 Kilfeakle, South Tipperary",18.8
"168 Killadriffe, South Tipperary",18.8
"169 Kilmucklin, South Tipperary",14.1
"170 Lattin, South Tipperary",15.3
"171 Rathlynin, South Tipperary",16.8
"172 Rodus, South Tipperary",18.2
"173 Shronell, South Tipperary",14.2
"174 Solloghodbeg, South Tipperary",17.3
"175 Templeneiry, South Tipperary",17.7
"176 Thomastown, South Tipperary",14.7
"177 Tipperary Rural, South Tipperary",13.0
"001 Ballybeg North, Waterford City",14.8
"999 Ballybeg South / Ballynaneashagh",16.7
"003 Ballybricken West, Waterford City",23.9
"004 Ballymaclode, Waterford City",11.7
"005 Ballynakill, Waterford City",9.8
"007 Ballytruckle, Waterford City",5.6
"008 Bilberry, Waterford City",9.0
"009 Centre A, Waterford City",12.9
"010 Centre B, Waterford City",15.8
"011 Cleaboy, Waterford City",11.7
"012 Custom House A, Waterford City",25.0
"013 Custom House B, Waterford City",15.5
"014 Farranshoneen, Waterford City",8.4
"015 Ferrybank, Waterford City",28.2
"016 Gracedieu, Waterford City",4.9
"017 Grange North, Waterford City",25.5
"018 Grange South, Waterford City",11.1
"019 Grange Upper, Waterford City",10.0
"020 Kilbarry, Waterford City",4.4
"021 Kingsmeadow, Waterford City",27.4
"022 Larchville, Waterford City",27.2
"023 Lisduggan, Waterford City",35.7
"024 Military Road, Waterford City",30.8
"025 Morrisson's Avenue East, Waterford City",23.5
"026 Morrisson's Avenue West, Waterford City",30.8
"027 Morrisson's Road, Waterford City",27.2
"028 Mount Sion, Waterford City",20.3
"029 Newport's Square, Waterford City",24.7
"030 Newtown, Waterford City",19.0
"031 Park, Waterford City",7.7
"032 Poleberry, Waterford City",19.3
"033 Roanmore, Waterford City",19.1
"034 Shortcourse, Waterford City",17.1
"035 Slievekeale, Waterford City",26.2
"036 The Glen, Waterford City",5.5
"037 Ticor North, Waterford City",22.6
"038 Ticor South, Waterford City",35.6
"001 Dungarvan No. 1 Urban, Co. Waterford",16.7
"002 Dungarvan No. 2 Urban, Co. Waterford",13.2
"003 Ballydurn, Co. Waterford",17.7
"004 Carrickbeg Rural, Co. Waterford",21.1
"005 Clonea, Co. Waterford",16.3
"006 Fenoagh, Co. Waterford",12.7
"007 Glen, Co. Waterford",18.5
"008 Kilmeadan, Co. Waterford",8.9
"009 Mothel, Co. Waterford",14.0
"010 Portlaw, Co. Waterford",17.8
"011 Rathgormuck, Co. Waterford",18.4
"012 Ross, Co. Waterford",16.0
"013 Ballymacarbry, Co. Waterford",10.6
"014 Graignagower, Co. Waterford",18.5
"015 Gurteen, Co. Waterford",18.9
"016 Kilmacomma, Co. Waterford",15.4
"017 Kilronan, Co. Waterford",9.5
"018 St. Mary's, Co. Waterford",17.3
"019 Aird Mhór, Co. Waterford",18.8
"020 Baile Mhac Airt, Co. Waterford",15.1
"021 Bohadoon, Co. Waterford",21.6
"022 Cappagh, Co. Waterford",19.4
"023 Carriglea, Co. Waterford",12.9
"024 Clonea, Co. Waterford",8.1
"025 Colligan, Co. Waterford",13.2
"026 Coumaraglin, Co. Waterford",14.0
"027 Dromana, Co. Waterford",14.2
"028 Dromore, Co. Waterford",17.1
"029 Dungarvan Rural, Co. Waterford",9.7
"030 Keereen, Co. Waterford",12.5
"031 Knockaunbrandaun, Co. Waterford",20.9
"032 Modelligo, Co. Waterford",15.2
"033 Mountstuart, Co. Waterford",24.0
"034 An Rinn, Co. Waterford",11.6
"035 Seskinan, Co. Waterford",18.3
"036 Whitechurch, Co. Waterford",13.2
"037 Annestown, Co. Waterford",14.8
"038 Ballylaneen, Co. Waterford",16.3
"039 Carrigcastle, Co. Waterford",17.4
"040 Comeragh, Co. Waterford",17.6
"041 Dunhill, Co. Waterford",6.3
"042 Fews, Co. Waterford",13.2
"043 Fox's Castle, Co. Waterford",10.3
"044 Gardenmorris, Co. Waterford",15.4
"045 Georgestown, Co. Waterford",15.6
"046 Kilbarrymeaden, Co. Waterford",8.8
"047 Kilmacthomas, Co. Waterford",15.8
"048 Knockmahon, Co. Waterford",19.4
"049 Mountkennedy, Co. Waterford",9.8
"050 Newtown, Co. Waterford",15.9
"051 Stradbally, Co. Waterford",19.6
"052 Tinnasaggart, Co. Waterford",16.1
"053 Ballyduff, Co. Waterford",14.1
"054 Ballyhane, Co. Waterford",14.5
"055 Ballyin, Co. Waterford",20.1
"056 Ballynamult, Co. Waterford",8.6
"057 Ballysaggartmore, Co. Waterford",18.0
"058 Cappoquin, Co. Waterford",21.7
"059 Castlerichard, Co. Waterford",21.9
"060 Drumroe, Co. Waterford",19.0
"061 Gortnapeaky, Co. Waterford",18.2
"062 Kilcockan, Co. Waterford",32.1
"063 Kilwatermoy East, Co. Waterford",20.0
"064 Kilwatermoy West, Co. Waterford",17.9
"065 Lismore Rural, Co. Waterford",16.0
"066 Lismore Urban, Co. Waterford",21.4
"067 Mocollop, Co. Waterford",15.3
"068 Modelligo, Co. Waterford",19.4
"069 Tallow, Co. Waterford",17.8
"070 Ballynakill (Part Rural), Co. Waterford",9.6
"071 Drumcannon, Co. Waterford",15.0
"072 Faithlegg (Part Rural), Co. Waterford",13.6
"073 Islandikane, Co. Waterford",11.7
"074 Kilbarry (Part Rural), Co. Waterford",6.8
"075 Killea, Co. Waterford",15.8
"076 Killoteran, Co. Waterford",16.7
"077 Kilmacleague, Co. Waterford",15.8
"078 Kilmeadan, Co. Waterford",19.6
"079 Newcastle, Co. Waterford",12.3
"080 Pembrokestown, Co. Waterford",13.0
"081 Rathmoylan, Co. Waterford",11.5
"082 Reisk, Co. Waterford",14.4
"083 Tramore, Co. Waterford",13.5
"084 Woodstown, Co. Waterford",12.4
"085 Ardmore, Co. Waterford",15.9
"086 Ballyheeny, Co. Waterford",13.8
"087 Clashmore, Co. Waterford",18.9
"088 Glenwilliam, Co. Waterford",16.7
"089 Grallagh, Co. Waterford",16.3
"090 Grange, Co. Waterford",15.3
"091 Kinsalebeg, Co. Waterford",15.3
"092 Templemichael, Co. Waterford",17.0
"001 Ballybaan, Galway City",3.9
"002 Baile an Bhriotaigh, Galway City",4.6
"003 Bearna, Galway City",4.3
"004 An Caisleán Gearr, Galway City",5.1
"005 Claddagh, Galway City",14.4
"006 Dangan, Galway City",8.0
"007 Eyre Square, Galway City",6.5
"008 An Cnocán Carrach, Galway City",6.4
"009 Lough Atalia, Galway City",17.8
"010 Mionlach, Galway City",7.0
"011 Mervue, Galway City",20.6
"012 Murroogh, Galway City",5.6
"013 Newcastle, Galway City",24.4
"014 Nuns Island, Galway City",12.5
"015 Rahoon, Galway City",6.0
"016 Renmore, Galway City",19.0
"017 Rockbarton, Galway City",11.5
"018 Paróiste San Nicoláis, Galway City",12.2
"019 Salthill, Galway City",7.2
"020 Shantalla, Galway City",20.5
"021 Taylors Hill, Galway City",7.3
"022 Wellpark, Galway City",16.1
"001 Ballinasloe Urban, Co. Galway",13.0
"002 Abbeygormacan, Co. Galway",17.0
"003 Ahascragh, Co. Galway",15.3
"004 Aughrim, Co. Galway",19.6
"005 Ballinasloe Rural, Co. Galway",12.7
"006 Ballymacward, Co. Galway",20.4
"007 Clonfert, Co. Galway",15.7
"008 Clontuskert, Co. Galway",22.7
"009 Kellysgrove, Co. Galway",20.7
"010 Kilconnell, Co. Galway",17.1
"011 Killaan, Co. Galway",18.2
"012 Killallaghtan, Co. Galway",15.5
"013 Killoran, Co. Galway",18.3
"014 Killure, Co. Galway",16.5
"015 Kilmacshane, Co. Galway",16.9
"016 Kiltormer, Co. Galway",15.6
"017 Kylemore, Co. Galway",35.0
"018 Laurencetown, Co. Galway",19.7
"019 Lismanny, Co. Galway",20.9
"020 Oatfield, Co. Galway",17.6
"021 Ballynakill, Co. Galway",19.6
"022 Binn an Choire, Co. Galway",21.2
"023 Bunowen, Co. Galway",31.8
"024 Cleggan, Co. Galway",26.0
"025 Clifden, Co. Galway",15.8
"026 Cushkillary, Co. Galway",16.7
"999 Derrycunlagh / Derrylea",10.9
"029 Doonloughan, Co. Galway",33.3
"030 Errislannan, Co. Galway",24.1
"031 An Uillinn, Co. Galway",17.9
"032 Inishbofin, Co. Galway",19.1
"033 An Cnoc Buí, Co. Galway",23.3
"034 Maíros, Co. Galway",22.5
"035 Abhainn Ghabhla, Co. Galway",31.5
"036 Rinvyle, Co. Galway",16.5
"037 Cloch na Rón, Co. Galway",23.6
"038 Sillerna, Co. Galway",21.1
"039 Scainimh, Co. Galway",18.8
"040 Eanach Dhúin, Co. Galway",11.0
"041 Aughrim, Co. Galway",11.1
"042 Baile an Teampaill (Part Rural), Co. Galway",7.5
"043 Ballynacourty, Co. Galway",12.1
"044 Bearna (Part Rural), Co. Galway",8.4
"045 Belleville, Co. Galway",15.1
"046 An Carn Mór, Co. Galway",7.4
"047 Ceathrú an Bhrúnaigh (Part Rural), Co. Galway",10.2
"048 Baile Chláir, Co. Galway",9.7
"049 Clarinbridge, Co. Galway",6.6
"050 Deerpark, Co. Galway",12.9
"051 Na Forbacha, Co. Galway",9.6
"052 Galway Rural (Part Rural), Co. Galway",..
"053 Árainn, Co. Galway",22.1
"054 Cill Chuimin, Co. Galway",18.4
"055 Cill Aithnín, Co. Galway",16.6
"056 Leacach Beag, Co. Galway",10.2
"057 Liscananaun, Co. Galway",11.9
"058 Lisín an Bhealaigh, Co. Galway",10.3
"059 Maigh Cuilinn, Co. Galway",8.0
"060 Oranmore, Co. Galway",6.6
"061 Sailearna, Co. Galway",13.7
"062 Sliabh an Aonaigh, Co. Galway",18.2
"063 An Spidéal, Co. Galway",10.0
"064 Stradbally, Co. Galway",7.0
"065 Tulaigh Mhic Aodháin, Co. Galway",7.7
"066 Ballinastack, Co. Galway",28.5
"067 Ballymoe, Co. Galway",20.8
"068 Ballynakill, Co. Galway",21.7
"069 Boyounagh, Co. Galway",31.3
"070 Creggs, Co. Galway",19.7
"071 Curraghmore, Co. Galway",20.3
"072 Glennamaddy, Co. Galway",21.5
"073 Island, Co. Galway",28.7
"074 Kilcroan, Co. Galway",22.4
"075 Kiltullagh, Co. Galway",27.7
"076 Raheen, Co. Galway",26.4
"077 Scregg, Co. Galway",18.2
"078 Shankill, Co. Galway",26.3
"079 Templetogher, Co. Galway",22.2
"080 Toberroe, Co. Galway",19.8
"081 Ardamullivan, Co. Galway",17.5
"082 Ardrahan, Co. Galway",13.1
"083 Ballycahalan, Co. Galway",20.3
"084 Beagh, Co. Galway",14.5
"085 Cahermore, Co. Galway",12.4
"086 Cappard, Co. Galway",21.1
"087 Castletaylor, Co. Galway",9.1
"088 Doorus, Co. Galway",12.5
"089 Drumacoo, Co. Galway",12.5
"090 Gort, Co. Galway",13.3
"091 Kilbeacanty, Co. Galway",14.0
"092 Killeely, Co. Galway",8.3
"093 Killeenavarra, Co. Galway",7.3
"094 Killinny, Co. Galway",14.7
"095 Kiltartan, Co. Galway",16.9
"096 Kilthomas, Co. Galway",20.6
