"Proportion of households working age social welfare was majority of"
"household income (%) by Electoral Division and Year"

" ","2016"
"095 Kiltartan, Co. Galway",9.2
"096 Kilthomas, Co. Galway",11.8
"097 Kinvarra, Co. Galway",8.0
"098 Rahasane, Co. Galway",6.3
"099 Skehanagh, Co. Galway",7.5
"100 Aille, Co. Galway",5.2
"101 Athenry, Co. Galway",13.3
"102 Ballynagar, Co. Galway",13.7
"103 Bracklagh, Co. Galway",8.4
"104 Bullaun, Co. Galway",5.7
"105 Cappalusk, Co. Galway",6.3
"106 Castleboy, Co. Galway",10.6
"107 Cloonkeen, Co. Galway",6.2
"108 Colmanstown, Co. Galway",5.8
"109 Craughwell, Co. Galway",5.9
"110 Derrylaur, Co. Galway",9.5
"111 Drumkeary, Co. Galway",9.2
"112 Graigabbey, Co. Galway",4.9
"113 Grange, Co. Galway",7.9
"114 Greethill, Co. Galway",5.0
"115 Kilchreest, Co. Galway",6.8
"116 Kilconickny, Co. Galway",4.4
"117 Kilconierin, Co. Galway",7.5
"118 Killimor, Co. Galway",4.2
"119 Killogilleen, Co. Galway",6.0
"120 Kilmeen, Co. Galway",6.1
"121 Kilreekill, Co. Galway",4.5
"122 Kilteskill, Co. Galway",4.5
"123 Kiltullagh, Co. Galway",4.7
"124 Lackalea, Co. Galway",6.4
"125 Leitrim, Co. Galway",8.4
"127 Loughrea Rural, Co. Galway",8.7
"128 Loughrea Urban, Co. Galway",19.1
"999 Marblehill / Loughatorick",13.4
"130 Mountain, Co. Galway",11.6
"131 Movode, Co. Galway",3.7
"132 Raford, Co. Galway",5.8
"133 Tiaquin, Co. Galway",8.1
"134 Woodford, Co. Galway",14.5
"135 Annagh, Co. Galway",7.9
"136 Ballynakill, Co. Galway",11.2
"137 Caltra, Co. Galway",5.2
"138 Castleblakeney, Co. Galway",13.3
"139 Castleffrench, Co. Galway",8.0
"140 Clonbrock, Co. Galway",10.3
"141 Cloonkeen, Co. Galway",9.7
"142 Cooloo, Co. Galway",9.6
"143 Derryglassaun, Co. Galway",8.3
"144 Killeroran, Co. Galway",12.6
"145 Killian, Co. Galway",14.9
"146 Mount Bellew, Co. Galway",10.9
"147 Mounthazel, Co. Galway",11.7
"148 Taghboy, Co. Galway",8.2
"149 Camas, Co. Galway",24.5
"150 An Fhairche, Co. Galway",13.0
"151 Conga, Co. Galway",7.6
"152 An Crompán, Co. Galway",23.0
"153 An Chorr, Co. Galway",10.5
"154 Garmna, Co. Galway",28.1
"155 Cill Chuimín, Co. Galway",16.0
"156 Leitir Breacáin, Co. Galway",9.8
"157 Letterfore, Co. Galway",14.1
"158 Leitir Móir, Co. Galway",26.2
"159 Oughterard, Co. Galway",14.2
"160 An Ros, Co. Galway",11.8
"161 An Turlach, Co. Galway",25.9
"162 Wormhole, Co. Galway",8.6
"163 Abbeyville, Co. Galway",7.1
"164 Ballyglass, Co. Galway",10.2
"165 Coos, Co. Galway",16.7
"166 Derrew, Co. Galway",8.9
"167 Drummin, Co. Galway",7.6
"168 Eyrecourt, Co. Galway",19.7
"169 Killimor, Co. Galway",13.1
"170 Kilmalinoge, Co. Galway",11.6
"171 Kilquain, Co. Galway",15.2
"172 Meelick, Co. Galway",5.7
"173 Moat, Co. Galway",2.0
"174 Pallas, Co. Galway",7.4
"175 Portumna, Co. Galway",18.9
"176 Tiranascragh, Co. Galway",13.1
"177 Tynagh, Co. Galway",15.3
"178 Abbey East, Co. Galway",8.6
"179 Abbey West, Co. Galway",10.1
"180 Addergoole, Co. Galway",12.7
"181 Annaghdown, Co. Galway",10.4
"182 Ballinderry, Co. Galway",7.6
"183 Ballinduff, Co. Galway",6.5
"184 Ballynapark, Co. Galway",9.6
"185 Beaghmore, Co. Galway",14.4
"186 Belclare, Co. Galway",5.9
"187 Carrownagur, Co. Galway",10.6
"188 Carrowrevagh, Co. Galway",8.2
"189 Claretuam, Co. Galway",5.2
"190 Clonbern, Co. Galway",9.8
"191 Cloonkeen, Co. Galway",9.0
"192 Cummer, Co. Galway",5.4
"193 Donaghpatrick, Co. Galway",8.1
"194 Doonbally, Co. Galway",7.8
"195 Dunmore North, Co. Galway",14.7
"196 Dunmore South, Co. Galway",11.0
"197 Foxhall, Co. Galway",8.4
"198 Headford, Co. Galway",12.4
"199 Hillsbrook, Co. Galway",7.3
"200 Kilbennan, Co. Galway",12.8
"201 Kilcoona, Co. Galway",8.5
"202 Killeany, Co. Galway",7.6
"203 Killeen, Co. Galway",7.1
"204 Killererin, Co. Galway",8.7
"205 Killower, Co. Galway",9.7
"206 Killursa, Co. Galway",9.9
"207 Kilmoylan, Co. Galway",6.5
"208 Kilshanvy, Co. Galway",11.1
"209 Levally, Co. Galway",8.7
"210 Milltown, Co. Galway",12.1
"211 Monivea, Co. Galway",11.6
"212 Moyne, Co. Galway",10.4
"213 Ryehill, Co. Galway",5.3
"214 Toberadosh, Co. Galway",8.3
"215 Tuam Rural, Co. Galway",19.6
"216 Tuam Urban, Co. Galway",24.7
"001 Ballinamore, Co. Leitrim",17.3
"002 Cloverhill, Co. Leitrim",23.3
"003 Corrala, Co. Leitrim",13.3
"004 Drumreilly North, Co. Leitrim",19.4
"005 Drumreilly South, Co. Leitrim",21.7
"006 Garadice, Co. Leitrim",25.9
"999 Greaghglass / Stralongford",27.3
"008 Killygar, Co. Leitrim",8.5
"009 Newtowngore, Co. Leitrim",27.2
"010 Oughteragh, Co. Leitrim",18.4
"012 Aghacashel, Co. Leitrim",7.7
"013 Annaduff, Co. Leitrim",4.7
"014 Barnameenagh, Co. Leitrim",24.1
"015 Carrick-on-Shannon, Co. Leitrim",19.8
"999 Drumreilly West / Drumreilly East",19.1
"018 Drumshanbo, Co. Leitrim",20.5
"019 Drumsna, Co. Leitrim",18.3
"020 Gortnagullion, Co. Leitrim",15.8
"021 Gowel, Co. Leitrim",4.0
"022 Keshcarrigan, Co. Leitrim",22.8
"023 Kiltubbrid, Co. Leitrim",13.2
"024 Leitrim, Co. Leitrim",12.2
"025 Moher, Co. Leitrim",18.3
"026 Yugan, Co. Leitrim",20.2
"999 Aghalateeve / Aghanlish",17.9
"999 Aghavoghill / Melvin",22.7
"030 Gubacreeny, Co. Leitrim",24.4
"031 Kinlough, Co. Leitrim",22.0
"033 Tullaghan, Co. Leitrim",18.1
"035 Ballaghameehan, Co. Leitrim",22.1
"036 Belhavel, Co. Leitrim",21.2
"037 Cloonclare, Co. Leitrim",25.4
"038 Cloonlogher, Co. Leitrim",17.5
"039 Drumahaire, Co. Leitrim",12.1
"040 Drumkeeran, Co. Leitrim",20.2
"999 Garvagh / Arigna",23.0
"042 Glenade, Co. Leitrim",23.0
"043 Glenaniff, Co. Leitrim",13.3
"044 Glenboy, Co. Leitrim",11.9
"045 Glencar, Co. Leitrim",7.7
"046 Glenfarn, Co. Leitrim",11.6
"047 Killanummery, Co. Leitrim",10.7
"048 Killarga, Co. Leitrim",11.5
"049 Kiltyclogher, Co. Leitrim",26.8
"050 Lurganboy, Co. Leitrim",11.9
"051 Mahanagh, Co. Leitrim",24.0
"052 Manorhamilton, Co. Leitrim",18.1
"053 Munakill, Co. Leitrim",14.1
"054 Sramore, Co. Leitrim",15.2
"055 St. Patrick's, Co. Leitrim",18.9
"056 Aghavas, Co. Leitrim",13.0
"057 Beihy, Co. Leitrim",12.7
"058 Breandrum, Co. Leitrim",22.3
"059 Bunnybeg, Co. Leitrim",8.8
"060 Carrigallen East, Co. Leitrim",27.2
"061 Carrigallen West, Co. Leitrim",23.4
"062 Cashel, Co. Leitrim",11.8
"063 Castlefore, Co. Leitrim",11.0
"064 Cattan, Co. Leitrim",20.0
"065 Cloone, Co. Leitrim",14.6
"066 Corriga, Co. Leitrim",15.5
"067 Drumard, Co. Leitrim",13.9
"068 Drumdoo, Co. Leitrim",18.9
"069 Drumod, Co. Leitrim",14.9
"070 Fenagh, Co. Leitrim",9.4
"071 Gortermone, Co. Leitrim",9.2
"072 Keeldra, Co. Leitrim",14.9
"073 Lisgillock, Co. Leitrim",15.9
"074 Mohill, Co. Leitrim",23.5
"075 Rinn, Co. Leitrim",19.4
"076 Riverstown, Co. Leitrim",15.8
"077 Roosky, Co. Leitrim",15.1
"078 Rowan, Co. Leitrim",19.3
"001 Ardnaree South Urban, Co. Mayo",31.8
"002 Ballina Urban, Co. Mayo",28.1
"003 Castlebar Urban, Co. Mayo",26.1
"004 Westport Urban, Co. Mayo",14.8
"005 Ardagh, Co. Mayo",6.4
"006 Ardnaree North (Part Urban), Co. Mayo",8.1
"007 Ardnaree South Rural (Part Urban), Co. Mayo",12.0
"008 Attymass East, Co. Mayo",18.9
"009 Attymass West, Co. Mayo",10.1
"010 Ballina Rural (Part Urban), Co. Mayo",16.2
"011 Ballycastle, Co. Mayo",17.3
"012 Ballysakeery, Co. Mayo",16.4
"013 Béal Deirg Mór, Co. Mayo",26.2
"014 Bunaveela, Co. Mayo",27.3
"015 Carrowmore, Co. Mayo",10.2
"016 Crossmolina North, Co. Mayo",15.4
"017 Crossmolina South, Co. Mayo",9.7
"018 Deel, Co. Mayo",16.6
"019 Derry, Co. Mayo",6.0
"020 Fortland, Co. Mayo",6.9
"021 Kilfian East, Co. Mayo",15.7
"022 Kilfian South, Co. Mayo",15.6
"023 Kilfian West, Co. Mayo",20.5
"024 Kilgarvan, Co. Mayo",15.1
"025 Killala, Co. Mayo",14.5
"026 Lackan North, Co. Mayo",15.7
"027 Lackan South, Co. Mayo",19.9
"028 Letterbrick, Co. Mayo",14.3
"029 Mount Falcon, Co. Mayo",12.3
"030 Rathoma, Co. Mayo",17.1
"031 Sallymount, Co. Mayo",12.0
"032 Sraheen, Co. Mayo",17.1
"033 Baile an Chalaidh, Co. Mayo",13.2
"034 Ballinrobe, Co. Mayo",16.1
"035 Baile Óbha, Co. Mayo",11.1
"036 Burriscarra, Co. Mayo",11.1
"037 An Cheapaigh Dhuibh, Co. Mayo",18.7
"038 Cong, Co. Mayo",11.5
"039 Coonard, Co. Mayo",5.4
"040 Dalgan, Co. Mayo",12.8
"041 Hollymount, Co. Mayo",10.6
"042 Houndswood, Co. Mayo",10.6
"043 Kilcommon, Co. Mayo",9.8
"044 Kilmaine, Co. Mayo",11.6
"045 Neale, Co. Mayo",7.0
"046 Newbrook, Co. Mayo",8.2
"047 Abhainn Bhrain, Co. Mayo",13.2
"048 Partraí, Co. Mayo",7.8
"049 Roslee, Co. Mayo",14.5
"050 Shrule, Co. Mayo",9.4
"051 An Geata Mór Thuaidh, Co. Mayo",21.4
"052 An Geata Mór Theas, Co. Mayo",23.9
"053 Bangor, Co. Mayo",21.5
"054 Barr Rúscaí, Co. Mayo",17.1
"055 Béal an Mhuirthead, Co. Mayo",17.8
"056 Gleann na Muaidhe, Co. Mayo",24.7
"057 Gleann Chaisil, Co. Mayo",23.2
"999 Glenco / Sheskin",12.8
"059 Guala Mhór, Co. Mayo",13.5
"060 Cnoc an Daimh, Co. Mayo",32.2
"061 Cnoc na Lobhar, Co. Mayo",30.3
"062 Moing na Bó, Co. Mayo",27.8
"063 Na Monga, Co. Mayo",25.0
"064 Cnoc na Ráithe, Co. Mayo",23.8
"066 Addergoole, Co. Mayo",14.6
"067 Balla, Co. Mayo",13.7
"068 Ballinafad, Co. Mayo",11.5
"069 Ballyhean, Co. Mayo",4.5
"070 Ballynagoraher, Co. Mayo",15.4
"071 Bellavary, Co. Mayo",15.1
"072 Breaghwy, Co. Mayo",6.4
"073 Burren, Co. Mayo",9.2
"074 Castlebar Rural (Part Urban), Co. Mayo",14.5
"075 Clogher, Co. Mayo",13.6
"076 Cloonkeen, Co. Mayo",13.1
"077 Croaghmoyle, Co. Mayo",15.0
"078 Killavally, Co. Mayo",10.4
"079 Manulla, Co. Mayo",11.5
"080 Pontoon, Co. Mayo",13.3
"081 Strade, Co. Mayo",12.6
"082 Tamhnaigh na Graí, Co. Mayo",8.9
"083 Turlough, Co. Mayo",8.0
"084 Ballindine, Co. Mayo",13.4
"085 Ballyhaunis, Co. Mayo",16.6
"086 Ballyhowly, Co. Mayo",8.3
"087 Bekan, Co. Mayo",10.4
"088 Caraun, Co. Mayo",6.0
"089 Claremorris, Co. Mayo",15.0
"090 Cloghermore, Co. Mayo",3.3
"091 Course, Co. Mayo",11.0
"092 Crossboyne, Co. Mayo",5.0
"093 Culnacleha, Co. Mayo",9.0
"094 Garrymore, Co. Mayo",11.4
"095 Kilcolman, Co. Mayo",9.3
"096 Kilvine, Co. Mayo",8.3
"097 Knock North, Co. Mayo",15.7
"098 Knock South, Co. Mayo",14.2
"099 Loughanboy, Co. Mayo",14.0
"100 Mayo, Co. Mayo",11.4
"101 Murneen, Co. Mayo",10.6
"102 Tagheen, Co. Mayo",6.3
"103 Aghamore, Co. Mayo",15.2
"104 Ballinamore, Co. Mayo",13.8
"105 Bohola, Co. Mayo",11.4
"106 Brackloon, Co. Mayo",14.4
"107 Callow, Co. Mayo",16.3
"108 Cloonmore, Co. Mayo",20.1
"109 Coolnaha, Co. Mayo",8.5
"110 Cuildoo, Co. Mayo",19.3
"111 Doocastle, Co. Mayo",17.6
"112 Kilbeagh, Co. Mayo",17.5
"113 Kilkelly, Co. Mayo",17.3
"114 Killedan, Co. Mayo",16.4
"115 Kilmovee, Co. Mayo",17.6
"116 Kiltamagh, Co. Mayo",17.5
"117 Meelick, Co. Mayo",16.2
"118 Sonnagh, Co. Mayo",19.7
"119 Swineford, Co. Mayo",18.8
"120 Toocananagh, Co. Mayo",15.6
"121 Toomore, Co. Mayo",16.1
"122 Tumgesh, Co. Mayo",19.6
"123 Urlaur, Co. Mayo",23.0
"124 Acaill, Co. Mayo",16.6
"125 Aghagower North, Co. Mayo",10.7
"126 Aghagower South, Co. Mayo",17.8
"127 Aillemore, Co. Mayo",14.7
"128 Ballycroy North, Co. Mayo",24.3
"129 Ballycroy South, Co. Mayo",19.8
"131 Clare Island, Co. Mayo",9.6
"132 Clogher, Co. Mayo",13.6
"133 An Corrán, Co. Mayo",13.7
"134 Croaghpatrick, Co. Mayo",12.1
"135 Derryloughan, Co. Mayo",9.1
"136 Dumha Éige, Co. Mayo",22.4
"137 Drummin, Co. Mayo",18.6
"138 Emlagh, Co. Mayo",18.9
"139 Erriff, Co. Mayo",7.9
"140 Glenhest, Co. Mayo",16.9
"141 Islandeady, Co. Mayo",8.3
"142 Kilgeever, Co. Mayo",7.3
"143 Kilmaclasser, Co. Mayo",11.7
"144 Kilmeena (Part Urban), Co. Mayo",9.1
"145 Kilsallagh, Co. Mayo",16.9
"146 Knappagh, Co. Mayo",17.8
"147 Louisburgh, Co. Mayo",18.0
"148 Newport East, Co. Mayo",17.2
"149 Newport West, Co. Mayo",18.1
"999 Owennadornaun / Bundorragha",11.1
"151 Slievemahanagh, Co. Mayo",11.3
"152 Slievemore, Co. Mayo",19.2
"153 Srahmore, Co. Mayo",13.0
"154 Westport Rural, Co. Mayo",7.8
"001 Athlone West Rural, Co. Roscommon",14.6
"002 Ballydangan, Co. Roscommon",5.0
"003 Ballynamona, Co. Roscommon",10.7
"004 Caltragh, Co. Roscommon",8.3
"005 Carnagh, Co. Roscommon",8.1
"006 Carrowreagh, Co. Roscommon",8.0
"007 Castlesampson, Co. Roscommon",5.9
"008 Cloonburren, Co. Roscommon",8.7
"009 Cloonown, Co. Roscommon",5.9
"010 Crannagh, Co. Roscommon",6.5
"011 Creagh, Co. Roscommon",8.3
"012 Culliagh, Co. Roscommon",5.5
"013 Drumlosh, Co. Roscommon",5.0
"014 Dysart, Co. Roscommon",12.1
"015 Kilcar, Co. Roscommon",8.7
"016 Kiltoom, Co. Roscommon",6.3
"017 Lecarrow, Co. Roscommon",6.2
"018 Moore, Co. Roscommon",4.6
"019 Rockhill, Co. Roscommon",3.6
"020 Taghboy, Co. Roscommon",26.7
"021 Taghmaconnell, Co. Roscommon",12.1
"022 Thomastown, Co. Roscommon",5.3
"023 Turrock, Co. Roscommon",9.6
"024 Aghafin, Co. Roscommon",22.2
"026 Aughrim East, Co. Roscommon",6.8
"027 Aughrim West, Co. Roscommon",9.4
"028 Ballyfarnan, Co. Roscommon",24.0
"029 Ballyfermoyle, Co. Roscommon",17.7
"030 Boyle Rural, Co. Roscommon",15.2
"031 Boyle Urban, Co. Roscommon",29.8
"032 Breedoge, Co. Roscommon",10.8
"033 Cloonteen, Co. Roscommon",8.7
"034 Creeve, Co. Roscommon",17.0
"035 Croghan, Co. Roscommon",5.1
"036 Crossna, Co. Roscommon",21.6
"037 Danesfort, Co. Roscommon",12.4
"038 Estersnow, Co. Roscommon",5.6
"039 Keadew, Co. Roscommon",23.9
"040 Kilbryan, Co. Roscommon",9.4
"041 Kilcolagh, Co. Roscommon",21.4
"042 Killukin, Co. Roscommon",5.6
"043 Killummod, Co. Roscommon",2.6
"044 Kilmacumsy, Co. Roscommon",10.2
"045 Kilmore, Co. Roscommon",9.1
"999 Lisgarve / Mantua",20.2
"999 Lough Allen / Altagowlan",22.9
"049 Oakport, Co. Roscommon",10.7
"050 Rockingham, Co. Roscommon",11.4
"051 Rushfield, Co. Roscommon",9.9
"052 Tivannagh, Co. Roscommon",12.9
"053 Tumna North, Co. Roscommon",15.9
"054 Tumna South, Co. Roscommon",7.8
"055 Artagh North, Co. Roscommon",18.0
"056 Artagh South, Co. Roscommon",16.9
"057 Ballaghaderreen, Co. Roscommon",24.8
"058 Ballinlough, Co. Roscommon",16.7
"059 Ballintober, Co. Roscommon",13.8
"060 Baslick, Co. Roscommon",17.0
"061 Bellanagare, Co. Roscommon",22.6
"062 Buckill, Co. Roscommon",14.7
"063 Carrowduff, Co. Roscommon",21.8
"064 Castleplunket, Co. Roscommon",18.4
"065 Castlereagh, Co. Roscommon",21.7
"066 Castleteheen, Co. Roscommon",12.3
"067 Cloonfower, Co. Roscommon",15.0
"068 Coolougher, Co. Roscommon",11.6
"069 Edmondstown, Co. Roscommon",18.8
"070 Fairymount, Co. Roscommon",14.8
"071 Frenchpark, Co. Roscommon",21.6
"072 Kiltullagh, Co. Roscommon",19.6
"073 Loughglinn, Co. Roscommon",22.4
"074 Annaghmore, Co. Roscommon",12.7
"075 Athleague East, Co. Roscommon",5.5
"076 Athleague West, Co. Roscommon",15.6
"077 Ballygarden, Co. Roscommon",11.4
"078 Bumlin, Co. Roscommon",13.7
"079 Cams, Co. Roscommon",4.3
"080 Cloonfinlough, Co. Roscommon",11.6
"081 Cloontuskert, Co. Roscommon",16.1
"082 Cloonygormican, Co. Roscommon",8.9
"083 Cloonyquin, Co. Roscommon",12.1
"084 Creeve, Co. Roscommon",12.3
"085 Cregga, Co. Roscommon",5.6
"086 Drumdaff, Co. Roscommon",10.8
"087 Dunamon, Co. Roscommon",9.5
"088 Elia, Co. Roscommon",8.0
"089 Elphin, Co. Roscommon",23.1
"090 Fuerty, Co. Roscommon",7.1
"091 Kilbride North, Co. Roscommon",12.5
"092 Kilbride South, Co. Roscommon",9.4
"093 Kilgefin, Co. Roscommon",12.7
"094 Kilglass North, Co. Roscommon",18.8
"095 Kilglass South, Co. Roscommon",13.9
"096 Killavackan, Co. Roscommon",9.0
"097 Killukin, Co. Roscommon",1.4
"098 Kilteevan, Co. Roscommon",6.8
"099 Lackan, Co. Roscommon",6.2
"100 Lismaha, Co. Roscommon",10.7
"101 Lissonuffy, Co. Roscommon",6.5
"102 Mote, Co. Roscommon",8.5
"103 Ogulla, Co. Roscommon",20.5
"104 Roosky, Co. Roscommon",18.0
"105 Roscommon Rural, Co. Roscommon",12.9
"106 Roscommon Urban, Co. Roscommon",22.3
"107 Rosmoylan, Co. Roscommon",14.8
"108 Rossmore, Co. Roscommon",10.7
"109 Scregg, Co. Roscommon",11.2
"110 Strokestown, Co. Roscommon",23.7
"111 Termonbarry, Co. Roscommon",15.8
"112 Tulsk, Co. Roscommon",18.4
"001 Sligo East, Co. Sligo",23.7
"002 Sligo North, Co. Sligo",28.2
"003 Sligo West, Co. Sligo",17.5
"004 Aghanagh, Co. Sligo",13.0
"005 Ballynashee, Co. Sligo",18.4
"006 Coolavin, Co. Sligo",17.9
"007 Cuilmore, Co. Sligo",13.6
"008 Drumrat, Co. Sligo",16.8
"009 Kilfree, Co. Sligo",21.4
"010 Killadoon, Co. Sligo",11.1
"011 Killaraght, Co. Sligo",13.7
"012 Kilmactranny, Co. Sligo",9.8
"013 Kilshalvy, Co. Sligo",13.6
"014 Shancough, Co. Sligo",15.2
"015 Templevanny, Co. Sligo",8.3
"016 Toomour, Co. Sligo",20.5
"017 Aughris, Co. Sligo",12.5
"018 Buncrowey, Co. Sligo",25.2
"019 Castleconor East, Co. Sligo",11.9
"020 Castleconor West, Co. Sligo",7.4
"021 Dromard East, Co. Sligo",14.5
"022 Dromard West, Co. Sligo",9.2
"023 Dromore, Co. Sligo",20.0
"024 Easky East, Co. Sligo",25.0
"025 Easky West, Co. Sligo",15.1
"026 Kilglass, Co. Sligo",20.7
"028 Rathmacurkey, Co. Sligo",20.5
"029 Skreen, Co. Sligo",13.6
"030 Templeboy North, Co. Sligo",14.8
"999 Templeboy South / Mullagheruse",12.7
"032 Toberpatrick East, Co. Sligo",6.3
"033 Toberpatrick West, Co. Sligo",6.6
"034 Ballintogher East, Co. Sligo",9.8
"035 Ballintogher West, Co. Sligo",8.0
"036 Ballymote, Co. Sligo",20.5
"037 Ballynakill, Co. Sligo",10.6
"038 Ballysadare East, Co. Sligo",11.7
"039 Ballysadare West, Co. Sligo",6.6
"040 Bricklieve, Co. Sligo",9.3
"041 Calry, Co. Sligo",4.4
"042 Carney, Co. Sligo",10.4
"043 Carrickbanagher, Co. Sligo",10.5
"044 Cliffony North, Co. Sligo",13.7
"045 Cliffony South, Co. Sligo",10.4
"046 Collooney, Co. Sligo",16.7
"047 Drumcliff East, Co. Sligo",5.1
"048 Drumcliff West, Co. Sligo",5.6
"049 Drumcolumb, Co. Sligo",16.0
"050 Drumfin, Co. Sligo",12.9
"051 Glencar, Co. Sligo",6.3
"052 Kilmacowen, Co. Sligo",8.2
"053 Knockaree, Co. Sligo",8.4
"054 Lakeview, Co. Sligo",9.7
"055 Lisconny, Co. Sligo",12.3
"056 Lissadill East, Co. Sligo",8.2
"057 Lissadill North, Co. Sligo",11.2
"058 Lissadill West, Co. Sligo",14.2
"059 Riverstown, Co. Sligo",15.7
"060 Rossinver East, Co. Sligo",10.1
"061 Rossinver West, Co. Sligo",5.4
"062 Achonry East, Co. Sligo",15.5
"063 Achonry West, Co. Sligo",14.6
"064 Aclare, Co. Sligo",27.5
"065 Annagh, Co. Sligo",15.3
"066 Banada, Co. Sligo",19.5
"999 Branchfield / Carrownaskeagh",12.3
"068 Breencorragh, Co. Sligo",20.5
"070 Cartron, Co. Sligo",17.5
"072 Cloonoghill, Co. Sligo",16.7
"073 Coolaney, Co. Sligo",15.1
"074 Glendarragh, Co. Sligo",13.9
"075 Kilmacteige, Co. Sligo",11.0
"076 Kilturra, Co. Sligo",9.3
"077 Leitrim, Co. Sligo",11.6
"999 Loughill / Cloonacool",18.5
"079 Owenmore, Co. Sligo",17.4
"080 Streamstown, Co. Sligo",8.0
"081 Temple, Co. Sligo",13.6
"082 Tobercurry, Co. Sligo",25.0
"001 Cavan Urban, Co. Cavan",35.7
"002 Bailieborough, Co. Cavan",19.0
"003 Carnagarve, Co. Cavan",7.6
"004 Crossbane, Co. Cavan",10.4
"005 Drumanespick, Co. Cavan",9.3
"006 Enniskeen, Co. Cavan",9.2
"007 Killinkere, Co. Cavan",6.2
"008 Kingscourt, Co. Cavan",15.6
"009 Lisagoan, Co. Cavan",6.1
"010 Mullagh, Co. Cavan",17.2
"011 Shercock, Co. Cavan",9.5
"012 Skeagh, Co. Cavan",6.9
"013 Taghart, Co. Cavan",11.1
"014 Termon, Co. Cavan",11.8
"015 Ballyconnell, Co. Cavan",19.0
"016 Ballymagauran, Co. Cavan",9.8
"017 Bawnboy, Co. Cavan",12.6
"019 Bilberry, Co. Cavan",13.0
"020 Carn, Co. Cavan",6.8
"021 Diamond, Co. Cavan",14.0
"022 Doogary, Co. Cavan",14.6
"023 Kinawley, Co. Cavan",6.3
"024 Lissanover, Co. Cavan",10.4
"999 Pedara Vohers / Tircahan",22.8
"026 Swanlinbar, Co. Cavan",16.2
"999 Templeport / Benbrack",12.4
"029 Ballyjamesduff, Co. Cavan",19.4
"030 Castlerahan, Co. Cavan",10.9
"031 Kilbride, Co. Cavan",14.6
"032 Lurgan, Co. Cavan",13.0
"033 Munterconnaught, Co. Cavan",11.9
"034 Virginia, Co. Cavan",15.8
"035 Ardue, Co. Cavan",12.4
"036 Arvagh, Co. Cavan",11.3
"037 Ashfield, Co. Cavan",10.1
"038 Ballintemple, Co. Cavan",8.8
"039 Ballyhaise, Co. Cavan",10.9
"040 Ballymachugh, Co. Cavan",10.0
"041 Bellananagh, Co. Cavan",21.5
"042 Belturbet Urban, Co. Cavan",32.8
"043 Bruce Hall, Co. Cavan",8.6
"044 Butler's Bridge, Co. Cavan",7.7
"045 Canningstown, Co. Cavan",10.1
"046 Carrafin, Co. Cavan",10.1
"047 Castlesaunderson, Co. Cavan",10.3
"048 Cavan Rural, Co. Cavan",13.9
"049 Clonervy, Co. Cavan",6.9
"050 Cootehill Rural, Co. Cavan",12.7
"051 Cootehill Urban, Co. Cavan",22.6
"052 Corr, Co. Cavan",5.4
"053 Corraneary, Co. Cavan",8.8
"054 Crossdoney, Co. Cavan",5.6
"055 Crosskeys, Co. Cavan",9.7
"056 Cuttragh, Co. Cavan",10.6
"057 Denn, Co. Cavan",13.7
"058 Derrin, Co. Cavan",12.7
"059 Drumcarban, Co. Cavan",10.6
"060 Drumcarn, Co. Cavan",12.6
"061 Drung, Co. Cavan",9.7
"062 Graddum, Co. Cavan",15.0
"063 Grilly, Co. Cavan",11.3
"064 Kilconny, Co. Cavan",14.8
"065 Kill, Co. Cavan",10.7
"066 Killashandra, Co. Cavan",14.3
"067 Killykeen, Co. Cavan",11.4
"068 Kilnaleck, Co. Cavan",14.2
"069 Knappagh, Co. Cavan",9.1
"070 Larah North, Co. Cavan",4.7
"071 Larah South, Co. Cavan",8.2
"072 Milltown, Co. Cavan",16.7
"073 Moynehall, Co. Cavan",9.7
"074 Rakenny, Co. Cavan",11.0
"075 Redhill, Co. Cavan",15.2
"076 Springfield, Co. Cavan",5.1
"077 Stradone, Co. Cavan",7.7
"078 Tullyvin East, Co. Cavan",6.1
"079 Tullyvin West, Co. Cavan",3.3
"080 Waterloo, Co. Cavan",8.7
"081 Derrylahan, Co. Cavan",24.2
"083 Dowra, Co. Cavan",15.3
"999 Dunmakeever / Derrynananta",19.1
"085 Eskey, Co. Cavan",17.2
"999 Killinagh / Teebane",13.6
"088 Tuam, Co. Cavan",21.8
"089 Drumlumman, Co. Cavan",9.3
"090 Kilcogy, Co. Cavan",12.1
"091 Kilgolagh, Co. Cavan",18.9
"092 Loughdawan, Co. Cavan",8.9
"093 Scrabby, Co. Cavan",9.4
"001 Buncrana Urban, Co. Donegal",28.3
"002 Bundoran Urban, Co. Donegal",27.2
"003 Letterkenny Urban, Co. Donegal",31.4
"004 Ballintra, Co. Donegal",19.6
"005 Ballyshannon Rural, Co. Donegal",16.9
"006 Ballyshannon Urban, Co. Donegal",22.0
"007 Bundoran Rural, Co. Donegal",16.8
"008 Carrickboy, Co. Donegal",16.2
"009 Cavangarden, Co. Donegal",16.8
"010 Cliff, Co. Donegal",10.8
"011 Ballintra, Co. Donegal",18.8
"012 An Bhinn Bhán, Co. Donegal",15.9
"013 Bonnyglen, Co. Donegal",14.7
"014 Clogher, Co. Donegal",11.5
"015 Corkermore, Co. Donegal",21.0
"016 Donegal, Co. Donegal",15.7
"017 Dunkineely, Co. Donegal",14.2
"018 Eanymore, Co. Donegal",18.4
"019 Grousehall, Co. Donegal",37.5
